L21_V029,10908
L21_V029,11232
L21_V029,11118
L21_V029,10782
L21_V029,11345
L21_V029,11555
L27_V002,2970
L21_V028,10854
L22_V021,10925
L21_V029,6246
L21_V029,20196
L22_V022,18855
L24_V043,2110
L21_V014,693
L22_V007,8580
L22_V025,24665
L22_V009,19844
L22_V009,19860
L24_V043,4092
L27_V002,3307
L21_V027,31161
L22_V021,19740
L29_V002,25820
L25_V080,10200
L22_V006,17007
L25_V080,9750
L25_V080,9450
L25_V080,9900
L21_V026,7529
L25_V080,10050
L24_V043,5208
L25_V080,9600
L21_V018,23393
L22_V025,29577
L24_V008,6200
L24_V043,2232
L21_V029,19950
L22_V025,28490
L21_V019,7923
L30_V068,409
L21_V009,10562
L28_V010,24435
L29_V007,4969
L21_V021,7650
L22_V025,29057
L22_V003,16269
L24_V043,6448
L21_V001,5082
L21_V001,3782
L29_V007,4995
L22_V026,12522
L22_V016,10170
L21_V017,5357
L22_V001,3857
L29_V007,26460
L30_V033,8430
L21_V011,7994
L22_V009,17923
L21_V007,6591
L22_V021,10871
L22_V020,7871
L22_V008,5540
L22_V021,19836
L21_V007,4142
L21_V012,4247
L21_V022,19965
L29_V023,25617
L24_V024,9438
L22_V021,29388
L22_V010,19046
L21_V017,6450
L30_V033,426
L22_V001,4140
L21_V029,11762
L22_V006,16652
L21_V001,2130
L21_V001,11964
L30_V027,3985
L21_V006,3753
L22_V023,8091
L22_V001,4281
L22_V013,10218
L21_V026,25367
L21_V003,3782
L22_V025,23871
L22_V022,10023
L21_V001,3348
L21_V007,7482
L21_V019,7848
L29_V009,4408
L22_V012,15363
L21_V008,7708
L28_V001,20385
L21_V011,10625
L29_V008,14197
L22_V009,18342
L22_V025,29337
L21_V019,9146
L22_V018,9470
L28_V001,20520
