L27_V010,5535,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5474,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5597,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5405,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5400,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5670,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5695,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5342,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5751,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5267,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,5805,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,3943,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,8145,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L28_V020,7695,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,6345,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
L27_V010,6172,"Hỏa hồng Nhật Tảo oanh thiên địa, Kiếm bạt Kiên Giang khấp quỷ thần"
