L23_V025,12500
L23_V001,1750
L21_V026,31494
L23_V011,8750
L23_V008,809
L21_V022,27078
L21_V014,31761
L23_V011,8875
L23_V023,7050
L21_V017,21150
L23_V011,3000
L23_V016,1998
L23_V024,6406
L23_V001,4370
L23_V008,3750
L22_V021,32411
L23_V005,4875
L23_V007,1298
L21_V014,32007
L23_V002,9492
L21_V013,28821
L23_V007,8866
L23_V020,484
L23_V009,6345
L23_V022,2023
L23_V011,8648
L23_V020,1525
L23_V014,4750
L23_V025,12250
L23_V007,3500
L23_V004,500
L23_V007,3421
L23_V008,1000
L23_V004,375
L23_V018,811
L23_V016,3192
L23_V025,20250
L23_V010,7500
L23_V008,4250
L23_V004,1375
L23_V009,5166
L23_V011,6500
L23_V011,6375
L23_V010,1625
L21_V022,26166
L23_V010,5250
L23_V015,6679
L23_V011,625
L23_V024,3000
L23_V013,4049
L23_V011,9250
L23_V023,3561
L23_V006,861
L23_V025,20375
L23_V001,3250
L23_V003,4494
L23_V007,8714
L23_V016,7969
L23_V022,2389
L23_V016,5317
L21_V015,35865
L23_V024,375
L21_V029,30443
L23_V023,3536
L23_V007,7186
L23_V010,7125
L23_V007,1473
L23_V021,1178
L23_V009,5566
L23_V010,1750
L23_V013,4185
L23_V004,7641
L23_V013,3758
L23_V003,5780
L23_V007,848
L23_V020,1197
L23_V014,2775
L23_V007,1594
L23_V023,1067
L22_V031,27030
L23_V021,1206
L23_V013,3997
L23_V004,2681
L22_V024,29639
L23_V013,4202
L22_V031,27487
L23_V025,12244
L23_V007,0
L23_V013,6777
L23_V025,18633
L23_V013,6479
L23_V001,3784
L23_V009,3850
L23_V024,6973
L23_V025,20521
L21_V022,26547
L23_V010,2625
L23_V006,1000
L23_V011,2250
L23_V025,20230
