L21_V018,8220,không rõ
L30_V073,4986,không rõ
L30_V055,570,không rõ
L21_V018,5608,không rõ
L30_V083,6573,không rõ
L22_V029,5481,không rõ
L30_V091,409,không rõ
L27_V013,5670,không rõ
L30_V050,3286,không rõ
L30_V083,2773,không rõ
L30_V027,5132,không rõ
L30_V064,3529,không rõ
L30_V083,6625,không rõ
L30_V096,290,không rõ
L21_V014,7974,không rõ
L30_V091,3869,không rõ
L28_V010,19305,không rõ
L22_V004,19083,không rõ
L30_V091,6455,không rõ
L22_V029,4598,không rõ
L30_V091,4963,không rõ
L30_V064,6659,không rõ
L21_V014,21482,không rõ
L21_V018,8208,không rõ
L21_V007,2067,không rõ
L30_V055,1743,không rõ
L28_V007,24165,không rõ
L21_V024,24625,không rõ
L21_V016,10797,không rõ
L22_V016,840,không rõ
L22_V027,10226,không rõ
L30_V021,1231,không rõ
L22_V013,23880,không rõ
L28_V001,23760,không rõ
L28_V007,11745,không rõ
L21_V007,5012,không rõ
L22_V012,13362,không rõ
L22_V031,11713,không rõ
L30_V072,1776,không rõ
L21_V009,27868,không rõ
L30_V076,3226,không rõ
L21_V016,9036,không rõ
L30_V021,2525,không rõ
L30_V020,429,không rõ
L30_V042,2626,không rõ
L30_V021,2852,không rõ
L21_V002,11058,không rõ
L27_V007,14715,không rõ
L30_V073,4570,không rõ
L22_V016,10170,không rõ
L30_V091,4038,không rõ
L30_V019,2384,không rõ
L30_V073,4586,không rõ
L21_V018,5758,không rõ
L29_V020,24165,không rõ
L22_V018,17700,không rõ
L30_V081,421,không rõ
L30_V083,2261,không rõ
L21_V002,10779,không rõ
L30_V081,3628,không rõ
L21_V008,26094,không rõ
L22_V011,15125,không rõ
L21_V018,6900,không rõ
L30_V092,2296,không rõ
L21_V006,8649,không rõ
L21_V026,9864,không rõ
L30_V083,3621,không rõ
L22_V012,12977,không rõ
L21_V014,15015,không rõ
L22_V015,9858,không rõ
L22_V026,10481,không rõ
L30_V081,4248,không rõ
L22_V026,19833,không rõ
L30_V021,2846,không rõ
L30_V066,6925,không rõ
L22_V010,2910,không rõ
L30_V034,419,không rõ
L22_V026,10511,không rõ
L22_V026,21657,không rõ
L22_V031,9456,không rõ
L22_V001,4673,không rõ
L28_V010,8910,không rõ
L21_V007,24099,không rõ
L30_V021,434,không rõ
L22_V031,11223,không rõ
L22_V004,867,không rõ
L22_V026,19743,không rõ
L30_V021,2632,không rõ
L22_V011,15155,không rõ
L22_V031,9339,không rõ
L30_V073,4498,không rõ
L21_V007,24039,không rõ
L21_V001,11964,không rõ
L22_V031,11730,không rõ
L21_V031,22680,không rõ
L21_V003,9951,không rõ
L21_V010,1243,không rõ
L30_V072,1745,không rõ
L21_V026,7989,không rõ
L30_V083,5373,không rõ
