L30_V053,3155
L21_V019,5075
L27_V014,9650
L22_V020,21818
L27_V014,7779
L27_V015,14005
L21_V014,27912
L21_V026,7434
L27_V014,9315
L27_V014,8108
L27_V014,634
L27_V014,675
L27_V014,7695
L27_V014,7297
L27_V014,9180
L22_V022,2550
L22_V027,20381
L22_V030,17460
L22_V006,18285
L30_V064,6612
L22_V025,13382
L22_V019,7946
L22_V018,18222
L30_V073,4986
L27_V014,8775
L22_V020,21848
L27_V014,914
L22_V018,17768
L22_V011,30914
L30_V064,921
L22_V004,867
L22_V022,2769
L21_V027,6432
L22_V001,4587
L21_V002,28860
L21_V003,8979
L22_V011,15252
L22_V022,7655
L21_V026,23769
L21_V012,16580
L27_V014,810
L22_V029,28473
L22_V018,18905
L21_V006,8190
L22_V027,10602
L21_V029,29264
L22_V012,2877
L30_V084,1660
L22_V008,25774
L22_V011,5831
L22_V030,21109
L21_V029,19950
L21_V006,8073
L21_V018,3213
L22_V011,18636
L29_V022,21648
L21_V005,18231
L27_V015,14131
L27_V014,8766
L27_V014,7965
L22_V012,12362
L27_V014,7940
L22_V030,17432
L21_V018,8948
L29_V008,14197
L21_V005,18102
L22_V019,9821
L21_V029,2280
L21_V014,15015
L22_V022,1935
L27_V014,1080
L22_V009,3238
L27_V014,9855
L21_V018,6234
L30_V077,4822
L26_V336,1830
L22_V011,13958
L27_V015,14068
L30_V073,4938
L21_V018,7290
L22_V026,26589
L22_V016,27480
L27_V015,14040
L22_V030,7202
L27_V014,7677
L30_V064,6659
L22_V021,7691
L22_V016,9861
L22_V020,21212
L22_V001,27723
L22_V023,20376
L22_V004,6614
L22_V025,14073
L21_V019,26684
L21_V009,9510
L27_V014,1118
L22_V018,6714
L30_V084,1612
L21_V009,9630
L22_V003,486
