L21_V015,25605
L21_V024,20207
L21_V015,25815
L21_V009,19650
L21_V024,19894
L21_V024,19620
L21_V008,24300
L21_V008,24145
L22_V013,17873
L21_V008,24030
L21_V007,15726
L21_V024,19530
L21_V024,20052
L22_V013,19070
L21_V007,15546
L21_V019,26334
L21_V008,23927
L21_V009,19299
L21_V009,18980
L22_V013,17687
L21_V003,27270
L22_V030,14551
L21_V018,19230
L21_V009,19500
L22_V013,17967
L21_V007,15051
L21_V008,24664
L21_V009,19391
L21_V024,19770
L21_V008,24870
L21_V008,24750
L22_V013,17538
L21_V024,20138
L21_V018,18750
L21_V015,25905
L21_V015,26061
L21_V009,18120
L22_V025,17871
L21_V007,15150
L22_V014,14189
L21_V007,15336
L22_V008,11580
L21_V007,14841
L21_V001,27908
L22_V002,11108
L21_V008,24489
L21_V023,22374
L22_V013,18893
L21_V008,24390
L21_V009,22650
L22_V031,23798
L22_V007,11010
L21_V002,26277
L21_V030,26367
L22_V013,37085
L22_V024,9118
L21_V008,25294
L21_V009,19989
L21_V026,32219
L21_V019,4980
L22_V002,11250
L21_V013,9213
L22_V026,17093
L21_V009,11645
L21_V002,26649
L21_V023,22311
L21_V018,18529
L21_V015,25283
L21_V021,19644
L22_V006,16733
L22_V018,21999
L21_V006,20031
L21_V024,19982
L21_V019,21374
L22_V014,25275
L21_V013,9825
L21_V026,24959
L22_V004,19434
L21_V024,20360
L21_V019,21914
L21_V013,30462
L22_V028,25089
L21_V009,22611
L22_V018,21887
L25_V039,14249
L22_V012,19221
L22_V007,11220
L22_V029,18045
L22_V013,18780
L22_V013,18438
L21_V016,15540
L22_V022,26129
L22_V012,16389
L22_V022,9510
L21_V029,18156
L29_V021,26864
L22_V030,20460
L21_V008,21240
L22_V026,18338
L21_V002,26988
