L26_V427,6256
L26_V385,1408
L22_V007,9564
L26_V292,2432
L29_V020,22843
L21_V018,6085
L27_V003,5535
L26_V267,2560
L27_V003,7559
L26_V268,6870
L29_V020,16470
L22_V011,17726
L29_V020,20211
L26_V089,4207
L26_V351,6272
L21_V009,9480
L27_V003,5508
L29_V020,22545
L21_V027,8985
L28_V017,16875
L26_V296,6272
L26_V312,7209
L26_V231,5206
L29_V020,22512
L26_V378,4224
L26_V231,5248
L30_V078,2578
L26_V260,2944
L26_V457,3972
L26_V432,4705
L26_V282,2250
L29_V020,19101
L26_V192,6427
L28_V017,16529
L26_V378,4501
L26_V378,4270
L28_V017,17248
L26_V351,6260
L28_V017,16426
L26_V414,5338
L26_V132,6912
L26_V271,384
L29_V020,23355
L22_V004,6909
L26_V457,4620
L29_V020,25110
L30_V078,2626
L27_V015,9818
L30_V067,2525
L26_V439,768
L21_V029,2280
L28_V017,16755
L26_V296,6260
L26_V431,5824
L26_V066,4131
L22_V007,9659
L28_V017,16605
L29_V020,25317
L26_V268,849
L26_V439,1664
L29_V020,21330
L26_V477,5208
L26_V421,2688
L29_V020,21465
L26_V385,6528
L26_V425,828
L26_V436,4843
L26_V267,486
L26_V089,4224
L30_V067,2467
L26_V032,7919
L29_V020,17195
L26_V364,2048
L30_V076,4142
L30_V067,2443
L26_V374,5771
L26_V267,2126
L26_V491,6944
L26_V439,4246
L26_V312,6751
L26_V308,2560
L26_V378,3072
L26_V387,413
L26_V422,2944
L22_V004,6879
L28_V017,22005
L29_V020,11919
L26_V004,540
L27_V003,7420
L27_V006,13635
L26_V015,7748
L26_V471,5456
L28_V017,17065
L26_V375,2688
L26_V446,2486
L26_V461,4099
L28_V017,16470
L21_V027,11714
L21_V003,8979
L29_V020,21416
