L23_V007,3421
L23_V007,3500
L23_V001,1750
L23_V007,8866
L23_V007,1298
L22_V016,33894
L23_V007,1473
L23_V009,6345
L21_V026,31494
L23_V011,8750
L23_V007,2186
L21_V022,27078
L23_V007,6452
L23_V004,7641
L23_V001,4370
L23_V011,8875
L23_V001,3250
L23_V006,1250
L23_V022,2389
L23_V008,809
L23_V007,7959
L23_V011,3000
L23_V014,4750
L23_V007,975
L23_V016,1998
L23_V024,6406
L23_V009,5566
L21_V014,31761
L23_V023,7050
L23_V009,3850
L23_V003,4494
L23_V001,3875
L21_V013,28653
L23_V017,6769
L23_V020,484
L23_V022,2100
L23_V008,3750
L23_V011,3500
L23_V025,12500
L21_V014,32007
L23_V001,3125
L23_V007,2798
L23_V010,5250
L23_V011,8648
L23_V008,4250
L23_V011,9125
L23_V024,375
L23_V022,2023
L23_V005,1125
L23_V022,405
L23_V005,5519
L23_V010,7250
L23_V017,5075
L23_V011,625
L23_V018,811
L22_V021,32411
L23_V005,4875
L23_V006,861
L23_V020,1197
L23_V007,3246
L23_V004,7875
L23_V017,6944
L23_V007,2523
L21_V014,32277
L23_V007,6318
L23_V002,9492
L23_V011,6375
L21_V014,32364
L22_V016,33916
L23_V023,6601
L23_V006,1000
L23_V007,3918
L23_V006,7625
L23_V018,6938
L23_V008,2375
L23_V007,7186
L21_V013,28821
L23_V001,4125
L23_V018,4150
L21_V015,35865
L23_V021,1178
L23_V006,375
L23_V011,9000
L23_V010,7500
L23_V002,2637
L23_V010,7375
L23_V011,6500
L21_V029,30443
L23_V010,2625
L23_V023,3561
L23_V023,3450
L23_V024,430
L23_V020,4842
L23_V007,673
L23_V021,1657
L23_V010,1375
L23_V006,3747
L23_V004,3844
L23_V001,4000
L23_V017,4250
