L22_V010,7638
L22_V012,28362
L22_V006,32918
L22_V029,18045
L22_V012,21177
L22_V006,31590
L21_V023,2378
L22_V025,32670
L22_V018,12393
L21_V022,22808
L21_V013,27530
L22_V008,14429
L22_V006,33345
L22_V030,18121
L21_V016,10590
L21_V022,17178
L22_V012,24045
L22_V006,25313
L26_V016,2996
L21_V005,18102
L30_V037,721
L22_V012,24375
L22_V006,18971
L21_V012,10239
L22_V019,20583
L22_V007,28679
L22_V024,21909
L22_V017,7895
L21_V008,26606
L21_V013,27453
L21_V026,7989
L21_V009,17593
L21_V005,13230
L21_V003,17370
L22_V012,28692
L22_V018,7068
L22_V010,25858
L22_V027,8859
L21_V018,20935
L21_V001,16754
L22_V022,8502
L21_V002,8427
L30_V005,1340
L21_V008,10044
L21_V009,10006
L22_V011,6665
L22_V001,19275
L21_V019,4980
L21_V024,16566
L21_V005,13031
L22_V027,10602
L22_V009,17656
L22_V018,27869
L21_V016,29430
L21_V029,16938
L21_V026,13629
L21_V009,17610
L21_V012,23499
L22_V022,21879
L30_V053,6028
L22_V006,31712
L22_V008,16066
L21_V029,8310
L22_V024,18540
L21_V024,20550
L22_V008,12540
L22_V003,14669
L21_V005,6530
L22_V029,25565
L22_V009,18255
L22_V017,7275
L22_V026,25577
L21_V022,17058
L21_V007,1974
L30_V058,782
L21_V030,19643
L21_V030,11160
L22_V031,19892
L22_V002,15613
L21_V029,16968
L22_V017,7123
L26_V032,3779
L21_V015,37893
L22_V001,27723
L21_V025,14940
L28_V008,13787
L21_V009,22764
L30_V037,865
L21_V018,25950
L22_V010,4230
L22_V028,20613
L21_V005,13742
L22_V004,34859
L30_V021,1686
L21_V001,17514
L21_V027,25578
L22_V024,18511
L21_V024,16590
L22_V008,7620
L22_V003,7740
