L22_V006,11414
L21_V012,19949
L21_V012,20159
L21_V026,25949
L22_V009,18537
L22_V011,19893
L21_V024,22440
L21_V015,25073
L21_V009,25739
L21_V002,24477
L21_V016,29430
L21_V025,28254
L21_V026,24534
L21_V002,24285
L21_V002,26511
L21_V031,17550
L21_V026,24959
L21_V016,15540
L21_V012,19287
L22_V003,15529
L21_V018,7465
L22_V011,20232
L22_V021,14774
L21_V024,22325
L22_V011,20840
L21_V026,24783
L22_V009,18255
L21_V015,24719
L21_V002,26439
L22_V011,19713
L21_V014,6021
L21_V025,20240
L22_V010,13347
L21_V021,10284
L22_V011,19803
L21_V002,23997
L21_V002,24447
L21_V025,19186
L21_V008,24390
L22_V017,1838
L25_V013,24599
L21_V009,25650
L21_V024,22050
L22_V004,21345
L21_V002,25596
L30_V033,426
L22_V007,8715
L21_V015,23757
L22_V031,13619
L22_V010,13619
L22_V021,14631
L30_V089,2141
L22_V029,13701
L22_V004,17493
L21_V024,23822
L21_V015,23582
L21_V002,25967
L21_V005,537
L21_V002,25266
L22_V022,22193
L21_V001,30005
L22_V026,8270
L21_V026,24444
L21_V009,26430
L21_V002,26277
L22_V011,19404
L21_V007,17646
L22_V011,18347
L21_V024,22531
L22_V003,22675
L21_V002,24756
L21_V025,28260
L21_V012,16989
L21_V002,24597
L21_V024,21391
L25_V013,24749
L21_V025,17130
L21_V022,21486
L22_V031,19126
L22_V009,13710
L22_V029,16250
L21_V023,25701
L22_V009,13813
L22_V018,22667
L21_V026,24683
L21_V003,7950
L22_V009,18118
L22_V008,13793
L25_V058,14999
L22_V006,4266
L21_V001,32420
L21_V013,31242
L21_V012,19617
L21_V007,17436
L21_V030,25554
L21_V002,24881
L25_V017,11099
L30_V089,2189
L22_V030,14850
L22_V004,18099
