L21_V027,26831
L21_V027,20226
L21_V027,26706
L21_V027,26970
L21_V027,27323
L21_V027,27293
L21_V027,27477
L21_V027,27900
L21_V027,20156
L22_V012,35448
L28_V008,26730
L22_V023,11310
L22_V023,11293
L21_V016,29162
L21_V014,26481
L21_V012,25293
L21_V021,19767
L27_V010,3382
L24_V003,1664
L22_V013,15870
L22_V024,12606
L26_V040,3105
L22_V023,11460
L21_V018,4890
L22_V018,21887
L22_V005,26889
L21_V003,12330
L28_V008,26652
L21_V018,4870
L22_V017,3482
L28_V008,26595
L22_V008,5540
L21_V021,8946
L21_V001,6534
L21_V015,38184
L25_V069,9450
L24_V036,6992
L21_V005,19701
L21_V010,7834
L21_V022,13821
L24_V003,1536
L21_V013,20715
L21_V016,29430
L26_V107,1612
L21_V001,3348
L21_V019,21546
L21_V016,28605
L22_V023,10200
L22_V011,29091
L22_V027,20277
L22_V027,20891
L21_V001,5889
L22_V029,10925
L28_V011,18225
L22_V011,17891
L22_V012,23799
L22_V023,6092
L22_V004,19434
L22_V004,18875
L21_V019,28883
L22_V025,11418
L21_V013,18366
L22_V031,23798
L22_V004,19928
L24_V003,1408
L21_V027,27648
L21_V013,9993
L21_V018,26645
L28_V011,11748
L22_V018,24167
L21_V006,14990
L22_V023,11015
L21_V014,26673
L30_V072,676
L22_V001,30083
L22_V023,5377
L21_V029,27065
L22_V012,23453
L28_V007,22005
L22_V031,24360
L21_V025,26836
L30_V072,700
L21_V012,26025
L21_V016,19668
L22_V025,32471
L21_V003,7830
L22_V023,12300
L22_V019,14423
L21_V013,10854
L26_V399,3146
L21_V012,4316
L21_V021,25170
L22_V024,9499
L28_V011,18090
L21_V030,3233
L24_V036,1064
L21_V028,28452
L21_V003,12950
L22_V007,3690
L22_V011,23532
