L30_V095,7526
L22_V028,22686
L30_V083,4965
L22_V023,27180
L30_V012,1691
L21_V013,12080
L21_V024,20460
L21_V013,12140
L22_V018,24621
L30_V037,1233
L22_V028,8219
L30_V079,1648
L21_V005,3620
L21_V009,25739
L22_V011,20232
L30_V095,549
L21_V014,17358
L21_V016,24171
L22_V006,25313
L22_V009,17501
L21_V025,2778
L22_V017,5199
L21_V024,23400
L22_V012,28362
L22_V009,18255
L21_V013,10574
L22_V018,7068
L30_V095,6541
L22_V025,18191
L30_V020,3178
L21_V009,19814
L22_V021,8181
L22_V009,13813
L30_V095,3522
L28_V001,21499
L21_V019,4980
L28_V013,20039
L22_V012,24405
L22_V020,4200
L22_V009,13860
L22_V006,31590
L22_V026,4761
L21_V016,29430
L22_V020,29223
L30_V095,5652
L21_V007,8846
L22_V024,1346
L22_V017,7275
L22_V012,32154
L22_V027,8859
L22_V013,19070
L21_V025,17260
L22_V013,21959
L30_V095,693
L22_V025,17246
L22_V021,14861
L21_V003,8979
L21_V009,15330
L22_V029,30332
L30_V083,4921
L21_V022,5496
L21_V016,29348
L30_V020,3106
L22_V024,18270
L22_V006,31712
L30_V095,3911
L30_V079,1778
L22_V007,27000
L22_V013,2091
L22_V021,34808
L21_V027,25248
L27_V016,7505
L22_V004,34859
L22_V010,17471
L22_V009,18342
L21_V005,3465
L30_V083,4873
L22_V029,18399
L22_V004,29787
L22_V013,23052
L30_V094,2188
L21_V008,19335
L21_V026,5820
L22_V007,22328
L22_V004,17147
L21_V015,22628
L21_V015,23582
L22_V024,5559
L21_V014,30789
L21_V002,8088
L21_V008,26606
L21_V007,17196
L22_V009,18185
L22_V022,14781
L21_V001,16068
L22_V029,14261
L21_V018,5273
L22_V018,6765
L22_V007,8670
L30_V067,569
