L29_V017,6032
L29_V017,6670
L29_V017,6347
L29_V017,21330
L29_V017,18225
L29_V017,14985
L22_V031,8040
L21_V031,23867
L29_V017,5670
L21_V016,8214
L30_V014,1839
L29_V017,9585
L29_V017,20169
L29_V017,6750
L29_V017,21465
L29_V017,6075
L29_V017,20976
L29_V017,14969
L22_V024,18270
L30_V012,6537
L30_V087,1691
L29_V017,10473
L22_V006,18716
L30_V090,409
L29_V017,5196
L22_V024,19410
L29_V017,10395
L29_V017,5424
L29_V017,9990
L29_V017,11408
L29_V017,15119
L22_V028,8219
L29_V017,5400
L29_V017,5749
L22_V006,32918
L25_V025,40050
L22_V011,18636
L22_V006,33345
L29_V017,17773
L29_V017,7559
L22_V010,7638
L29_V017,6480
L21_V021,3720
L24_V002,9744
L29_V017,4931
L29_V017,6806
L22_V031,7925
L29_V017,23126
L24_V002,10496
L30_V017,2009
L30_V012,6276
L21_V002,22418
L22_V015,25277
L30_V017,5638
L22_V024,19382
L29_V017,5130
L30_V065,843
L30_V017,1870
L29_V017,19367
L29_V017,8768
L30_V087,426
L30_V017,2308
L29_V017,6884
L29_V017,24302
L29_V017,23644
L29_V017,9855
L30_V083,2888
L21_V018,8141
L29_V017,12963
L29_V017,7043
L22_V015,3200
L29_V017,23760
L29_V017,21385
L30_V083,4965
L29_V017,14310
L22_V015,509
L30_V025,6047
L22_V013,22875
L28_V003,22893
L22_V015,9570
L22_V015,10551
L21_V016,29430
L30_V087,2699
L22_V012,12687
L28_V017,18318
L21_V016,9036
L21_V018,5273
L25_V035,31418
L25_V023,35886
L25_V016,1103
L25_V070,1649
L25_V079,5400
L21_V018,20387
L29_V017,17820
L29_V017,9539
L24_V020,2684
L29_V017,9811
L22_V015,15591
L28_V003,22950
L29_V017,6979
