L30_V092,2491
L30_V073,4498
L30_V073,4570
L30_V034,3770
L30_V092,2296
L30_V034,3513
L22_V002,1350
L21_V013,998
L30_V073,4586
L30_V034,3609
L30_V092,2224
L30_V020,429
L30_V005,432
L30_V091,2057
L22_V028,3693
L30_V092,3792
L30_V082,411
L30_V034,2886
L30_V072,1776
L28_V011,24570
L30_V073,4361
L30_V083,6573
L22_V004,867
L30_V092,290
L30_V005,1010
L21_V018,8220
L30_V016,578
L30_V073,4433
L30_V092,3815
L22_V019,11981
L21_V006,8649
L21_V024,4830
L30_V083,6625
L21_V002,3180
L30_V016,554
L30_V092,1160
L30_V003,6366
L30_V021,1231
L21_V012,18357
L21_V010,1243
L21_V013,16290
L29_V005,8245
L22_V021,24417
L30_V004,3879
L22_V016,6990
L22_V021,8661
L22_V028,11643
L30_V091,409
L29_V023,5330
L21_V018,1351
L25_V042,47850
L30_V021,1328
L30_V005,682
L30_V081,421
L22_V006,3080
L22_V002,2700
L21_V015,7518
L30_V034,4106
L30_V090,3596
L22_V005,5111
L22_V004,34305
L30_V092,3839
L22_V007,7620
L25_V086,750
L22_V016,2804
L21_V015,15569
L30_V034,4154
L21_V005,5754
L21_V026,2346
L30_V021,2548
L21_V006,8679
L30_V004,3854
L21_V013,2655
L29_V005,8370
L30_V030,8357
L22_V016,6509
L21_V012,18387
L21_V010,10590
L22_V016,2820
L22_V020,1676
L30_V021,2554
L21_V011,14147
L21_V002,3090
L21_V023,17229
L30_V014,413
L22_V028,3549
L22_V004,14169
L30_V092,2719
L30_V072,1745
L21_V026,2748
L30_V090,3297
L21_V006,5751
L21_V011,16236
L21_V028,4307
L30_V092,2575
L22_V012,411
L22_V002,6654
L21_V011,1701
L30_V009,969
L30_V092,3717
