status,model_id,sample_id,video_id,frame_idx,text_type,reference,prediction_full,prediction_crop,iou,detected,load_time_sec,latency_full_sec,latency_crop_sec,vram_peak_gb,ram_delta_gb,cer_strict_full,wer_strict_full,cer_norm_full,wer_norm_full,exact_strict_full,exact_norm_full,cer_strict_crop,wer_strict_crop,cer_norm_crop,wer_norm_crop,exact_strict_crop,exact_norm_crop
OK,paddleocr_v5_mobile,ocr_L29_V001_01,L29_V001,705,static_text,CÀ MAU,CÀMAU,CÀMAU,0.9,True,9.429357699998944,0.0582002000010106,0.0213277000002563,1.2603416442871094,0.0051116943359375,0.1666666666666666,1.0,0.1666666666666666,1.0,False,False,0.1666666666666666,1.0,0.1666666666666666,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_02,L29_V001,1200,static_text,PHÁT,LÊ PHAT,PHAT,0.6366874443455031,True,9.429357699998944,0.0600951000014902,0.0119974000008369,1.2603416442871094,0.02130126953125,1.0,2.0,1.0,2.0,False,False,0.25,1.0,0.25,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_03,L29_V001,1331,no_text,,,,0.0,False,9.429357699998944,0.0401132000006327,0.0378420999986701,1.2603416442871094,0.0033683776855468,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,True,True
OK,paddleocr_v5_mobile,ocr_L29_V001_04,L29_V001,4350,no_text,,HTV,HTV Online,0.0062738715277777,True,9.429357699998944,0.0509137000008195,0.0729045000007317,1.2603416442871094,0.0003662109375,1.0,1.0,1.0,1.0,False,False,1.0,1.0,1.0,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_05,L29_V001,7492,dynamic_overlay,ĐÔI MẮT MÊ KÔNG,MEKONG,,0.8266826923076923,True,9.429357699998944,0.0475458000000799,0.0123252999983378,1.2603416442871094,1.1444091796875e-05,0.7333333333333333,1.0,0.7333333333333333,1.0,False,False,1.0,1.0,1.0,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_06,L29_V001,8850,dynamic_overlay,ĐÔI MẮT MÊ KÔNG,MKONG,MEKNG UXOCMAV,0.910879355297464,True,9.429357699998944,0.051632899998367,0.0145559999982651,1.2603416442871094,3.814697265625e-06,0.7333333333333333,1.0,0.7333333333333333,1.0,False,False,0.9333333333333332,1.0,0.9333333333333332,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_07,L29_V001,12188,dynamic_overlay,ĐÔI MẮT,ĐÔI MAT,DÔI MAT,0.7168581718401646,True,9.429357699998944,0.0484336000008625,0.0110642999970878,1.2603416442871094,1.9073486328125e-05,0.1428571428571428,0.5,0.1428571428571428,0.5,False,False,0.2857142857142857,1.0,0.2857142857142857,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_08,L29_V001,13050,dynamic_overlay,MÊ KÔNG,MEKONGL,,0.4465495777697589,True,9.429357699998944,0.0538025000023481,0.015392299999803,1.2603416442871094,7.62939453125e-06,0.5714285714285714,1.0,0.5714285714285714,1.0,False,False,1.0,1.0,1.0,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_09,L29_V001,16952,no_text,,GTES,,0.0004253472222222,True,9.429357699998944,0.0456668000006175,0.0364104000000224,1.2603416442871094,0.0,1.0,1.0,1.0,1.0,False,False,0.0,0.0,0.0,0.0,True,True
OK,paddleocr_v5_mobile,ocr_L29_V001_10,L29_V001,19934,dynamic_overlay,ĐÔI MẮT,DOIMAT,DOI MAT,0.7194492254733219,True,9.429357699998944,0.0486487000016495,0.0131418000019039,1.2603416442871094,7.62939453125e-06,0.5714285714285714,1.0,0.5714285714285714,1.0,False,False,0.4285714285714285,1.0,0.4285714285714285,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_11,L29_V001,22596,dynamic_overlay,ĐÔI MẮT,ĐÔI MAT,ĐI MAT,0.743859649122807,True,9.429357699998944,0.0579835999997158,0.0172616000018024,1.2603416442871094,0.0,0.1428571428571428,0.5,0.1428571428571428,0.5,False,False,0.2857142857142857,1.0,0.2857142857142857,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V001_12,L29_V001,27000,static_text,ĐÀI TRUYỀN HÌNH TP. HỒ CHÍ MINH,ĐI TRUYN HİNH TP. H CHÍ MINH,ĐÀI TRUYN HÌNH TP. H CH MINH,0.9076770818605966,True,9.429357699998944,0.0510153000032005,0.0234366999975463,1.2603416442871094,1.52587890625e-05,0.1290322580645161,0.5714285714285714,0.1666666666666666,0.7142857142857143,False,False,0.0967741935483871,0.4285714285714285,0.1,0.4285714285714285,False,False
OK,paddleocr_v5_mobile,ocr_L29_V004_01,L29_V004,695,static_text,CÀ MAU,CÀ MAU,CÀ MAU,0.7368421052631579,True,9.429357699998944,0.0502364999993005,0.0204365999998117,1.2603416442871094,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,True,True
OK,paddleocr_v5_mobile,ocr_L29_V004_02,L29_V004,1215,no_text,,HTV,HTV Online GES3E LÊ PHÁT HOT TC NAM Y,0.0063237847222222,True,9.429357699998944,0.0485377000004518,0.0513651000001118,1.2603416442871094,1.52587890625e-05,1.0,1.0,1.0,1.0,False,False,1.0,1.0,1.0,1.0,False,False
OK,paddleocr_v5_mobile,ocr_L29_V004_03,L29_V004,1335,no_text,,Onine,ATV Online,0.0051953125,True,9.429357699998944,0.0460446000033698,0.0431405999988783,1.2603416442871094,0.0,1.0,1.0,1.0,1.0,False,False,1.0,1.0,1.0,1.0,False,False
